"upeople_id","no_of_bug_owned","avg_resolution","X252scmChanges","X87scrChanges","X1mslChanges","X2mslChanges","number_of_domain","country","X252linesadded","X252linesremoved","X87ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
286,5,0,8,0,52,10,3,6,145,330,0,1,10,10,10,5,0.133333333333333,0.0318021201413428,0.0490857558142655
432,21,0.2857,171,0,289,68,2,9,46149,23168,0,2,4,4,4,0,0.333333333333333,0.0317740511915269,0.00888675013193042
1351,0,0,0,0,2,0,7,8,0,0,0,6,0,0,0,0,0,0.027027027027027,0.000994826714651031
1385,275,36.2948,562,195,57,10,3,8,788256,454749,149,17,20,20,20,5,0.0421052631578947,0.0318302387267905,1
1860,1,0,0,0,7,1,6,6,0,0,0,7,0,0,0,0,0,0.027027027027027,0.000994826714651031
2301,25,198,139,162,0,0,2,7,295969,63293,127,35,14,14,14,11,0.0879120879120879,0.0319148936170213,0.985794350459778
2302,1,0,2,0,6,0,2,9,126,6,0,26,2,2,2,0,0,0.0309810671256454,0
2303,9,90.2222,77,13,0,0,2,6,30315,10538,6,33,24,24,24,8,0.0217391304347826,0.0318866253321523,0.193834732879255
2304,0,0,1,0,0,0,1,7,2,8,0,18,0,0,0,0,0,0.027027027027027,0.000994826714651031
2307,3,25.6667,2,1,3,0,3,8,29,881,1,4,2,2,2,0,0,0.0312771503040834,0.00176589261335984
378227,2,0,0,0,4,0,3,0,0,0,0,13,0,0,0,0,0,0.027027027027027,0.000994826714651031
378243,20,4.3,0,0,0,0,13,0,0,0,0,21,0,0,0,0,0,0.027027027027027,0.000994826714651031
381522,114,9.7895,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0.027027027027027,0.000994826714651031
381759,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0.027027027027027,0.000994826714651031
381779,2,29,0,0,40,5,1,0,0,0,0,8,0,0,0,0,0,0.027027027027027,0.000994826714651031
381787,1,0,0,0,46,7,2,0,0,0,0,9,0,0,0,0,0,0.027027027027027,0.000994826714651031
381788,264,3.27,0,0,3,0,2,0,0,0,0,10,0,0,0,0,0,0.027027027027027,0.000994826714651031
381801,6,0.1667,0,0,50,27,3,0,0,0,0,11,0,0,0,0,0,0.027027027027027,0.000994826714651031
381808,272,3.0809,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0.027027027027027,0.000994826714651031
381874,217,22.2344,0,0,64,25,2,0,0,0,0,15,0,0,0,0,0,0.027027027027027,0.000994826714651031
381916,2,0,0,0,13,0,1,0,0,0,0,16,0,0,0,0,0,0.027027027027027,0.000994826714651031
382457,2,22,0,0,2,0,1,0,0,0,0,20,0,0,0,0,0,0.027027027027027,0.000994826714651031
382478,2,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0.027027027027027,0.000994826714651031
384564,9,9.7778,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0.027027027027027,0.000994826714651031
385477,8,16.125,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0.027027027027027,0.000994826714651031
386377,68,1.4706,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0.027027027027027,0.000994826714651031
387138,8,0,0,0,3,0,2,0,0,0,0,29,0,0,0,0,0,0.027027027027027,0.000994826714651031
387239,8,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0.027027027027027,0.000994826714651031
395807,20,0,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0.027027027027027,0.000994826714651031
413694,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.027027027027027,0.000994826714651031
413716,3,2.3333,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0.027027027027027,0.000994826714651031
444342,69,0.2609,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0.027027027027027,0.000994826714651031
444362,17,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0.027027027027027,0.000994826714651031
445332,17,6.2941,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0.027027027027027,0.000994826714651031
445335,10,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0.027027027027027,0.000994826714651031
447349,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.027027027027027,0.000994826714651031
447663,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.027027027027027,0.000994826714651031
